,Name,Platform_Name,Release_Date,New_Release_Date,Release_Year
373,Shovel Knight: Treasure Trove,Switch,03-Mar-17,2017-03-03,2017
374,flower,PlayStation4,15-Nov-13,2013-11-15,2013
375,Mario Kart DS,DS,14-Nov-05,2005-11-14,2005
376,Call of Duty,PC,29-Oct-03,2003-10-29,2003
377,Madden NFL 2004,PC,12-Aug-03,2003-08-12,2003
378,Mario Golf,Nintendo64,30-Jun-99,1999-06-30,1999
379,Crash Bandicoot 3: Warped,PlayStation,31-Oct-98,1998-10-31,1998
380,Assassin's Creed II,Xbox360,17-Nov-09,2009-11-17,2009
381,Project Gotham Racing 2,Xbox,17-Nov-03,2003-11-17,2003
382,NBA 2K12,PlayStation3,04-Oct-11,2011-10-04,2011
383,The Sims 2,PC,14-Sep-04,2004-09-14,2004
384,Animal Crossing: New Horizons,Switch,20-Mar-20,2020-03-20,2020
385,Final Fantasy XIV: Shadowbringers,PC,02-Jul-19,2019-07-02,2019
386,World of Warcraft: Cataclysm,PC,07-Dec-10,2010-12-07,2010
387,Half-Life 2,Xbox,15-Nov-05,2005-11-15,2005
388,NCAA Football 2003,Xbox,20-Jul-02,2002-07-20,2002
389,Rayman 2: The Great Escape,Nintendo64,31-Oct-99,1999-10-31,1999
390,Bayonetta,Xbox360,05-Jan-10,2010-01-05,2010
391,Diablo III: Ultimate Evil Edition,PlayStation4,19-Aug-14,2014-08-19,2014
392,Overwatch,PlayStation4,23-May-16,2016-05-23,2016
393,Far Cry 3,PlayStation3,04-Dec-12,2012-12-04,2012
394,ICO,PlayStation2,24-Sep-01,2001-09-24,2001
395,Tom Clancy's Ghost Recon Advanced Warfighter,Xbox360,09-Mar-06,2006-03-09,2006
396,FIFA Soccer 12,PlayStation3,27-Sep-11,2011-09-27,2011
397,World of Goo,PC,12-Oct-08,2008-10-12,2008
398,Mario & Luigi: Superstar Saga,GameBoyAdvance,17-Nov-03,2003-11-17,2003
399,Shovel Knight,PlayStation4,21-Apr-15,2015-04-21,2015
400,Tony Hawk's Underground,PlayStation2,27-Oct-03,2003-10-27,2003
401,Marvel vs. Capcom 2,Dreamcast,29-Jun-00,2000-06-29,2000
402,Ape Escape,PlayStation,31-May-99,1999-05-31,1999
403,Syphon Filter,PlayStation,31-Jan-99,1999-01-31,1999
404,Mario & Luigi: Bowser's Inside Story,DS,14-Sep-09,2009-09-14,2009
405,Trials Evolution,Xbox360,18-Apr-12,2012-04-18,2012
406,Grand Theft Auto IV: The Lost and Damned,Xbox360,17-Feb-09,2009-02-17,2009
407,FIFA Soccer 12,Xbox360,27-Sep-11,2011-09-27,2011
408,Monster Hunter: World - Iceborne,XboxOne,06-Sep-19,2019-09-06,2019
409,Spelunky,PC,08-Aug-13,2013-08-08,2013
410,FIFA Soccer 10,Xbox360,20-Oct-09,2009-10-20,2009
411,Ratchet & Clank: Going Commando,PlayStation2,11-Nov-03,2003-11-11,2003
412,NBA Street Vol. 2,PlayStation2,28-Apr-03,2003-04-28,2003
413,Tennis 2K2,Dreamcast,24-Oct-01,2001-10-24,2001
414,Black & White,PC,26-Mar-01,2001-03-26,2001
415,Fallout 3,PlayStation3,28-Oct-08,2008-10-28,2008
416,The Legend of Zelda: The Wind Waker HD,WiiU,20-Sep-13,2013-09-20,2013
417,ESPN NFL 2K5,PlayStation2,20-Jul-04,2004-07-20,2004
418,Portal,PC,10-Oct-07,2007-10-10,2007
419,Tetris Effect,PC,23-Jul-19,2019-07-23,2019
420,The Legend of Zelda: Phantom Hourglass,DS,01-Oct-07,2007-10-01,2007
421,MVP Baseball 2004,PlayStation2,09-Mar-04,2004-03-09,2004
422,Tony Hawk's Pro Skater 3,GameBoyAdvance,04-Mar-02,2002-03-04,2002
423,Dance Dance Revolution,PlayStation,09-May-01,2001-05-09,2001
424,NHL 2001,PC,28-Sep-00,2000-09-28,2000
425,Advance Wars: Dual Strike,DS,22-Aug-05,2005-08-22,2005
426,Rayman Legends,PlayStation4,18-Feb-14,2014-02-18,2014
427,MLB 11: The Show,PlayStation3,08-Mar-11,2011-03-08,2011
428,NieR: Automata - Become as Gods Edition,XboxOne,26-Jun-18,2018-06-26,2018
429,Jak and Daxter: The Precursor Legacy,PlayStation2,03-Dec-01,2001-12-03,2001
430,Star Wars Rogue Leader: Rogue Squadron II,GameCube,09-Nov-01,2001-11-09,2001
431,Bastion,Switch,13-Sep-18,2018-09-13,2018
432,Monster Hunter: World,XboxOne,26-Jan-18,2018-01-26,2018
433,Stephen's Sausage Roll,PC,18-Apr-16,2016-04-18,2016
434,Velocity 2X,PlayStationVita,02-Sep-14,2014-09-02,2014
435,Burnout Revenge,PlayStation2,13-Sep-05,2005-09-13,2005
436,Tony Hawk's Pro Skater 3,PC,28-Mar-02,2002-03-28,2002
437,NBA 2K2,GameCube,20-Mar-02,2002-03-20,2002
438,NCAA Football 2002,PlayStation2,23-Jul-01,2001-07-23,2001
439,Unreal Tournament,Dreamcast,13-Mar-01,2001-03-13,2001
440,Deus Ex,PC,23-Jun-00,2000-06-23,2000
441,Donkey Kong 64,Nintendo64,31-Oct-99,1999-10-31,1999
442,Panzer Dragoon Orta,Xbox,12-Jan-03,2003-01-12,2003
443,Portal: Still Alive,Xbox360,22-Oct-08,2008-10-22,2008
444,Half-Life 2: Episode Two,PC,10-Oct-07,2007-10-10,2007
445,Fez,PlayStation4,25-Mar-14,2014-03-25,2014
446,Braid,PC,10-Apr-09,2009-04-10,2009
447,The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut,PC,08-Dec-04,2004-12-08,2004
448,Shin Megami Tensei: Persona 4,PlayStation2,08-Dec-08,2008-12-08,2008
449,Hollow Knight,Switch,12-Jun-18,2018-06-12,2018
450,MLB 09: The Show,PlayStation3,03-Mar-09,2009-03-03,2009
451,Blast Corps,Nintendo64,28-Feb-97,1997-02-28,1997
452,Shovel Knight,3DS,26-Jun-14,2014-06-26,2014
453,Ori and the Will of the Wisps,XboxOne,11-Mar-20,2020-03-11,2020
454,MVP Baseball 2004,Xbox,09-Mar-04,2004-03-09,2004
455,Tony Hawk's Pro Skater 4,Xbox,23-Oct-02,2002-10-23,2002
456,Sid Meier's Civilization III,PC,30-Oct-01,2001-10-30,2001
457,NFL 2K2,Dreamcast,19-Sep-01,2001-09-19,2001
458,WWF SmackDown! 2: Know Your Role,PlayStation,21-Nov-00,2000-11-21,2000
459,LIMBO,Xbox360,21-Jul-10,2010-07-21,2010
460,Ori and the Blind Forest: Definitive Edition,Switch,27-Sep-19,2019-09-27,2019
461,Mark of the Ninja,Xbox360,07-Sep-12,2012-09-07,2012
462,Silent Hunter III,PC,15-Mar-05,2005-03-15,2005
463,Bayonetta,PC,11-Apr-17,2017-04-11,2017
464,Assassin's Creed: Brotherhood,PlayStation3,16-Nov-10,2010-11-16,2010
465,Okami,Wii,15-Apr-08,2008-04-15,2008
466,Super Meat Boy,Xbox360,20-Oct-10,2010-10-20,2010
467,Grand Theft Auto: Chinatown Wars,PSP,20-Oct-09,2009-10-20,2009
468,Dead Space 2,Xbox360,25-Jan-11,2011-01-25,2011
469,Pikmin 2,GameCube,30-Aug-04,2004-08-30,2004
470,Okami HD,PlayStation3,30-Oct-12,2012-10-30,2012
471,NBA 2K17,XboxOne,16-Sep-16,2016-09-16,2016
472,Madden NFL 2002,Xbox,29-Oct-01,2001-10-29,2001
473,Grandia II,Dreamcast,06-Dec-00,2000-12-06,2000
474,Geometry Wars: Retro Evolved 2,Xbox360,30-Jul-08,2008-07-30,2008
475,Sid Meier's Civilization V,PC,21-Sep-10,2010-09-21,2010
476,Super Mario 3D Land,3DS,13-Nov-11,2011-11-13,2011
477,Mario Kart 8 DLC Pack 2,WiiU,23-Apr-15,2015-04-23,2015
478,Falcon 4.0: Allied Force,PC,28-Jun-05,2005-06-28,2005
479,Deus Ex: Human Revolution,PC,23-Aug-11,2011-08-23,2011
480,XCOM: Enemy Unknown,Xbox360,09-Oct-12,2012-10-09,2012
481,Metroid Prime 3: Corruption,Wii,27-Aug-07,2007-08-27,2007
482,Monster Hunter: World,PlayStation4,26-Jan-18,2018-01-26,2018
483,Flight Simulator 2002,PC,19-Oct-01,2001-10-19,2001
484,Banjo-Tooie,Nintendo64,19-Nov-00,2000-11-19,2000
485,Brothers: A Tale of Two Sons,PC,03-Sep-13,2013-09-03,2013
486,Dota 2,PC,09-Jul-13,2013-07-09,2013
487,World Soccer Winning Eleven 8 International,Xbox,02-Feb-05,2005-02-02,2005
488,TimeSplitters 2,PlayStation2,09-Oct-02,2002-10-09,2002
489,Guild Wars 2,PC,28-Aug-12,2012-08-28,2012
490,Forza Motorsport 2,Xbox360,29-May-07,2007-05-29,2007
491,Tales From The Borderlands: Episode 5 - The Vault of the Traveler,PlayStation4,20-Oct-15,2015-10-20,2015
492,Pushmo,3DS,08-Dec-11,2011-12-08,2011
493,The Witcher 3: Wild Hunt - Hearts of Stone,PlayStation4,12-Oct-15,2015-10-12,2015
494,Metal Gear Solid HD Collection,Xbox360,08-Nov-11,2011-11-08,2011
495,Viewtiful Joe,PlayStation2,24-Aug-04,2004-08-24,2004
496,Madden NFL 2005,GameCube,09-Aug-04,2004-08-09,2004
497,Tiger Woods PGA Tour 2003,GameCube,27-Oct-02,2002-10-27,2002
498,Freedom Force,PC,24-Mar-02,2002-03-24,2002
499,NBA 2K2,Xbox,27-Feb-02,2002-02-27,2002
500,Colin McRae Rally 2.0,PlayStation,05-Dec-00,2000-12-05,2000
501,FIFA Soccer 13,Xbox360,25-Sep-12,2012-09-25,2012
502,Into the Breach,PC,27-Feb-18,2018-02-27,2018
503,LIMBO,PlayStation3,19-Jul-11,2011-07-19,2011
504,GTR 2,PC,29-Sep-06,2006-09-29,2006
505,Sekiro: Shadows Die Twice,PlayStation4,22-Mar-19,2019-03-22,2019
506,Yakuza 0,XboxOne,26-Feb-20,2020-02-26,2020
507,NBA 2K13,PlayStation3,02-Oct-12,2012-10-02,2012
508,Grand Theft Auto IV,PC,02-Dec-08,2008-12-02,2008
509,Total War: Shogun 2,PC,15-Mar-11,2011-03-15,2011
510,Empire: Total War,PC,03-Mar-09,2009-03-03,2009
511,Rayman Legends,Xbox360,03-Sep-13,2013-09-03,2013
512,Astro Bot: Rescue Mission,PlayStation4,02-Oct-18,2018-10-02,2018
513,Bayonetta + Bayonetta 2,Switch,16-Feb-18,2018-02-16,2018
514,Kentucky Route Zero - Act IV,PC,20-Jul-16,2016-07-20,2016
515,Guacamelee! Super Turbo Championship Edition,WiiU,02-Jul-14,2014-07-02,2014
516,NBA 2K12,Xbox360,04-Oct-11,2011-10-04,2011
517,ESPN NHL Hockey,PlayStation2,09-Sep-03,2003-09-09,2003
518,Rayman 2 Revolution,PlayStation2,30-Jan-01,2001-01-30,2001
519,Madden NFL 2001,PlayStation,22-Aug-00,2000-08-22,2000
520,Final Fantasy VIII,PlayStation,07-Sep-99,1999-09-07,1999
521,Beetle Adventure Racing,Nintendo64,28-Feb-99,1999-02-28,1999
522,Command & Conquer: Red Alert,PC,31-Oct-96,1996-10-31,1996
523,The Witcher 3: Wild Hunt - Hearts of Stone,PC,13-Oct-15,2015-10-13,2015
524,Star Wars Jedi Knight II: Jedi Outcast,PC,26-Mar-02,2002-03-26,2002
525,Wipeout HD Fury,PlayStation3,23-Jul-09,2009-07-23,2009
526,Halo 2 Multiplayer Map Pack,Xbox,05-Jul-05,2005-07-05,2005
527,Resident Evil 2,PC,25-Jan-19,2019-01-25,2019
528,Borderlands 2,Xbox360,18-Sep-12,2012-09-18,2012
529,Shin Megami Tensei: Persona 3 Portable,PSP,05-Jul-10,2010-07-05,2010
530,XCOM: Enemy Unknown,PlayStation3,09-Oct-12,2012-10-09,2012
531,Xenoblade Chronicles: Definitive Edition,Switch,29-May-20,2020-05-29,2020
532,Call of Duty 2,Xbox360,17-Nov-05,2005-11-17,2005
533,Burnout Revenge,Xbox,13-Sep-05,2005-09-13,2005
534,Dragon Quest VIII: Journey of the Cursed King,PlayStation2,15-Nov-05,2005-11-15,2005
535,Metroid: Zero Mission,GameBoyAdvance,09-Feb-04,2004-02-09,2004
536,The Legend of Zelda: Majora's Mask 3D,3DS,13-Feb-15,2015-02-13,2015
537,Skylanders Swap Force,WiiU,13-Oct-13,2013-10-13,2013
538,The Walking Dead: A Telltale Games Series,PC,24-Apr-12,2012-04-24,2012
539,Tiger Woods PGA Tour 2004,PlayStation2,22-Sep-03,2003-09-22,2003
540,Age of Mythology,PC,01-Nov-02,2002-11-01,2002
541,Pikmin,GameCube,02-Dec-01,2001-12-02,2001
542,Madden NFL 2002,GameCube,17-Nov-01,2001-11-17,2001
543,Sacrifice,PC,05-Nov-00,2000-11-05,2000
544,Samba de Amigo,Dreamcast,16-Oct-00,2000-10-16,2000
545,Wipeout 3,PlayStation,31-Aug-99,1999-08-31,1999
546,Monster Hunter: World - Iceborne,PlayStation4,06-Sep-19,2019-09-06,2019
547,Plants vs. Zombies,Xbox360,08-Sep-10,2010-09-08,2010
548,Dead Cells,Switch,07-Aug-18,2018-08-07,2018
549,Dark Souls III,PC,11-Apr-16,2016-04-11,2016
550,Rez HD,Xbox360,30-Jan-08,2008-01-30,2008
551,NBA Street V3,PlayStation2,08-Feb-05,2005-02-08,2005
552,Demon's Souls,PlayStation3,06-Oct-09,2009-10-06,2009
553,Pillars of Eternity,PC,26-Mar-15,2015-03-26,2015
554,The Elder Scrolls III: Morrowind,PC,01-May-02,2002-05-01,2002
555,Castlevania: Symphony of the Night,Xbox360,21-Mar-07,2007-03-21,2007
556,Into the Breach,Switch,28-Aug-18,2018-08-28,2018
557,F1 2019,XboxOne,25-Jun-19,2019-06-25,2019
558,Fable II,Xbox360,21-Oct-08,2008-10-21,2008
559,Rez Infinite,PlayStation4,13-Oct-16,2016-10-13,2016
560,Rocksmith 2014 Edition,PC,22-Oct-13,2013-10-22,2013
561,NHL 2K3,PlayStation2,10-Nov-02,2002-11-10,2002
562,Final Fantasy Chronicles,PlayStation,29-Jun-01,2001-06-29,2001
563,Fallout,PC,09-Oct-97,1997-10-09,1997
564,The Beatles: Rock Band,Wii,09-Sep-09,2009-09-09,2009
565,Assassin's Creed: Brotherhood,Xbox360,16-Nov-10,2010-11-16,2010
566,Left 4 Dead 2,Xbox360,17-Nov-09,2009-11-17,2009
567,World Soccer Winning Eleven 9,PC,28-Apr-06,2006-04-28,2006
568,Worldwide Soccer Manager 2005,PC,07-Dec-04,2004-12-07,2004
569,Dead Cells,PC,07-Aug-18,2018-08-07,2018
570,Yakuza: Like a Dragon,XboxOne,10-Nov-20,2020-11-10,2020
571,There is no game : Wrong dimension,PC,06-Aug-20,2020-08-06,2020
572,Axiom Verge,WiiU,01-Sep-16,2016-09-01,2016
573,Left 4 Dead,Xbox360,17-Nov-08,2008-11-17,2008
574,Left 4 Dead,PC,17-Nov-08,2008-11-17,2008
575,Left 4 Dead 2,PC,16-Nov-09,2009-11-16,2009
576,Titanfall 2,PlayStation4,28-Oct-16,2016-10-28,2016
577,F1 2017,PC,24-Aug-17,2017-08-24,2017
578,Dark Souls III,PlayStation4,12-Apr-16,2016-04-12,2016
579,Devil May Cry 5,PC,07-Mar-19,2019-03-07,2019
580,3D Gunstar Heroes,3DS,20-Aug-15,2015-08-20,2015
581,Jade Empire,Xbox,12-Apr-05,2005-04-12,2005
582,Tony Hawk's Underground,GameCube,27-Oct-03,2003-10-27,2003
583,NHL 2K3,Xbox,19-Nov-02,2002-11-19,2002
584,NBA 2K3,PlayStation2,08-Oct-02,2002-10-08,2002
585,NASCAR Racing 2002 Season,PC,14-Feb-02,2002-02-14,2002
586,Phantasy Star Online,Dreamcast,29-Jan-01,2001-01-29,2001
587,Resident Evil 2,Nintendo64,31-Oct-99,1999-10-31,1999
588,Tekken 2,PlayStation,25-Aug-96,1996-08-25,1996
589,Need for Speed: Hot Pursuit,PlayStation3,16-Nov-10,2010-11-16,2010
590,F-Zero GX,GameCube,26-Aug-03,2003-08-26,2003
591,Mass Effect,PC,28-May-08,2008-05-28,2008
592,Dark Souls,Xbox360,04-Oct-11,2011-10-04,2011
593,NBA Street V3,Xbox,08-Feb-05,2005-02-08,2005
594,Need for Speed: Hot Pursuit 2,PlayStation2,01-Oct-02,2002-10-01,2002
595,Grand Theft Auto IV: The Ballad of Gay Tony,Xbox360,29-Oct-09,2009-10-29,2009
596,The Legend of Zelda: The Minish Cap,GameBoyAdvance,10-Jan-05,2005-01-10,2005
597,NCAA Football 2005,Xbox,15-Jul-04,2004-07-15,2004
598,NCAA Football 2004,GameCube,16-Jul-03,2003-07-16,2003
599,Combat Mission: Barbarossa to Berlin,PC,29-Oct-02,2002-10-29,2002
600,NHL 2002,Xbox,10-Dec-01,2001-12-10,2001
601,Homeworld: Cataclysm,PC,07-Sep-00,2000-09-07,2000
602,Tetris Effect,PlayStation4,09-Nov-18,2018-11-09,2018
603,Fez,Xbox360,13-Apr-12,2012-04-13,2012
604,Cave Story,Wii,22-Mar-10,2010-03-22,2010
605,Dark Souls II: Scholar of the First Sin,XboxOne,07-Apr-15,2015-04-07,2015
606,The Walking Dead: Episode 5 - No Time Left,PC,21-Nov-12,2012-11-21,2012
607,Guild Wars,PC,26-Apr-05,2005-04-26,2005
608,Borderlands 2,PC,17-Sep-12,2012-09-17,2012
609,Slay the Spire,PC,23-Jan-19,2019-01-23,2019
610,World Soccer Winning Eleven 9,Xbox,07-Feb-06,2006-02-07,2006
611,Guitar Hero 5,Wii,01-Sep-09,2009-09-01,2009
612,Ace Combat 04: Shattered Skies,PlayStation2,01-Nov-01,2001-11-01,2001
613,Max Payne,PC,23-Jul-01,2001-07-23,2001
614,3D Streets of Rage II,3DS,23-Jul-15,2015-07-23,2015
615,Out of the Park Baseball 15,PC,21-Apr-14,2014-04-21,2014
616,MVP Baseball 2004,GameCube,09-Mar-04,2004-03-09,2004
617,Tiger Woods PGA Tour 2004,GameCube,22-Sep-03,2003-09-22,2003
618,Tom Clancy's Splinter Cell,PlayStation2,08-Apr-03,2003-04-08,2003
619,Max Payne,Xbox,12-Dec-01,2001-12-12,2001
620,Fire Emblem: Three Houses,Switch,26-Jul-19,2019-07-26,2019
621,World in Conflict,PC,18-Sep-07,2007-09-18,2007
622,Burnout Revenge,Xbox360,07-Mar-06,2006-03-07,2006
623,FIFA Soccer 11,PlayStation3,28-Sep-10,2010-09-28,2010
624,Final Fantasy XIV: Stormblood,PlayStation4,20-Jun-17,2017-06-20,2017
625,Deus Ex: Human Revolution,PlayStation3,23-Aug-11,2011-08-23,2011
626,Stardew Valley,XboxOne,14-Dec-16,2016-12-14,2016
627,Castlevania: Dawn of Sorrow,DS,04-Oct-05,2005-10-04,2005
628,NBA Street Vol. 2,Xbox,28-Apr-03,2003-04-28,2003
629,Sonic Adventure 2,Dreamcast,18-Jun-01,2001-06-18,2001
630,NASCAR Racing 4,PC,06-Feb-01,2001-02-06,2001
631,Duke Nukem 3D,PC,29-Jan-96,1996-01-29,1996
632,L.A. Noire,PlayStation3,17-May-11,2011-05-17,2011
633,Okami HD,Switch,09-Aug-18,2018-08-09,2018
634,Bastion,PlayStation4,07-Apr-15,2015-04-07,2015
635,Far Cry,PC,23-Mar-04,2004-03-23,2004
636,Nuclear Throne,PC,05-Dec-15,2015-12-05,2015
637,Dead Space,Xbox360,13-Oct-08,2008-10-13,2008
638,Lone Echo,PC,20-Jul-17,2017-07-20,2017
639,FIFA Soccer 12,PC,27-Sep-11,2011-09-27,2011
640,Dishonored,PlayStation3,09-Oct-12,2012-10-09,2012
641,XCOM: Enemy Unknown,PC,08-Oct-12,2012-10-08,2012
642,Mass Effect 3,PC,06-Mar-12,2012-03-06,2012
643,Rise of Nations,PC,20-May-03,2003-05-20,2003
644,Apex Legends,PlayStation4,04-Feb-19,2019-02-04,2019
645,Shin Megami Tensei: Persona 3 FES,PlayStation2,22-Apr-08,2008-04-22,2008
646,Burnout 2: Point of Impact,GameCube,09-Apr-03,2003-04-09,2003
647,World Series Baseball 2K3,Xbox,10-Mar-03,2003-03-10,2003
648,NASCAR Racing 2003 Season,PC,14-Feb-03,2003-02-14,2003
649,Descent 3,PC,14-Jun-00,2000-06-14,2000
650,Resident Evil 2,PlayStation,21-Jan-98,1998-01-21,1998
651,The Curse of Monkey Island,PC,31-Oct-97,1997-10-31,1997
652,Rez Infinite,PC,09-Aug-17,2017-08-09,2017
653,Dark Souls: Artorias of the Abyss,Xbox360,23-Oct-12,2012-10-23,2012
654,Metal Gear Solid HD Collection,PlayStation3,08-Nov-11,2011-11-08,2011
655,Battlefield 3,PC,25-Oct-11,2011-10-25,2011
656,Dead Space 2,PlayStation3,25-Jan-11,2011-01-25,2011
657,Battlefield 1942,PC,10-Sep-02,2002-09-10,2002
658,Tony Hawk's Pro Skater 1 + 2,PlayStation4,04-Sep-20,2020-09-04,2020
659,Dreams,PlayStation4,14-Feb-20,2020-02-14,2020
660,Einhander,PlayStation,05-May-98,1998-05-05,1998
661,Deus Ex: Human Revolution,Xbox360,23-Aug-11,2011-08-23,2011
662,The Chronicles of Riddick: Escape From Butcher Bay,Xbox,01-Jun-04,2004-06-01,2004
663,The Walking Dead: Episode 5 - No Time Left,Xbox360,21-Nov-12,2012-11-21,2012
664,Madden NFL 2003,PC,12-Aug-02,2002-08-12,2002
665,WWF No Mercy,Nintendo64,17-Nov-00,2000-11-17,2000
666,Gran Turismo 4,PlayStation2,22-Feb-05,2005-02-22,2005
667,Dragon Age: Inquisition,PlayStation4,18-Nov-14,2014-11-18,2014
668,The Beatles: Rock Band,Xbox360,09-Sep-09,2009-09-09,2009
669,Advance Wars 2: Black Hole Rising,GameBoyAdvance,24-Jun-03,2003-06-24,2003
670,DiRT 2,PC,08-Dec-09,2009-12-08,2009
671,Return of the Obra Dinn,PC,18-Oct-18,2018-10-18,2018
672,Lumines,PSP,22-Mar-05,2005-03-22,2005
673,L.A. Noire,Xbox360,17-May-11,2011-05-17,2011
674,Ratchet & Clank Future: Tools of Destruction,PlayStation3,23-Oct-07,2007-10-23,2007
675,Peggle,Xbox360,11-Mar-09,2009-03-11,2009
676,Tom Clancy's Splinter Cell Double Agent,Xbox,24-Oct-06,2006-10-24,2006
677,New Super Mario Bros.,DS,15-May-06,2006-05-15,2006
678,Silent Hill 2,PlayStation2,24-Sep-01,2001-09-24,2001
679,Battlefield 1,PlayStation4,18-Oct-16,2016-10-18,2016
680,Metal Gear Solid: Peace Walker,PSP,08-Jun-10,2010-06-08,2010
681,Virtua Fighter 5 Online,Xbox360,30-Oct-07,2007-10-30,2007
682,"WarioWare, Inc.: Mega Microgame$!",GameBoyAdvance,21-May-03,2003-05-21,2003
683,The Orange Box,PlayStation3,11-Dec-07,2007-12-11,2007
684,NBA 2K2,PlayStation2,12-Jan-02,2002-01-12,2002
685,Grandia,PlayStation,30-Sep-99,1999-09-30,1999
686,Colors! 3D,3DS,05-Apr-12,2012-04-05,2012
687,Destiny: The Taken King,XboxOne,15-Sep-15,2015-09-15,2015
688,NBA 2K11,Xbox360,05-Oct-10,2010-10-05,2010
689,Horizon Zero Dawn,PlayStation4,28-Feb-17,2017-02-28,2017
690,NBA 2K11,PlayStation3,05-Oct-10,2010-10-05,2010
691,Injustice 2,XboxOne,16-May-17,2017-05-16,2017
692,Minecraft: PlayStation 4 Edition,PlayStation4,03-Sep-14,2014-09-03,2014
693,Dark Souls,PlayStation3,04-Oct-11,2011-10-04,2011
694,Stardew Valley,PC,26-Feb-16,2016-02-26,2016
695,Prince of Persia: The Sands of Time,PC,02-Dec-03,2003-12-02,2003
696,What Remains of Edith Finch,PC,24-Apr-17,2017-04-24,2017
697,Top Spin,Xbox,28-Oct-03,2003-10-28,2003
698,ESPN NBA Basketball,PlayStation2,21-Oct-03,2003-10-21,2003
699,Tiger Woods PGA Tour 2004,Xbox,22-Sep-03,2003-09-22,2003
700,Tom Clancy's Splinter Cell,GameCube,10-Apr-03,2003-04-10,2003
701,NHL 2K3,GameCube,11-Dec-02,2002-12-11,2002
702,NBA Street,PlayStation2,18-Jun-01,2001-06-18,2001
703,Railroad Tycoon II,PC,02-Nov-98,1998-11-02,1998
704,Burnout Paradise,Xbox360,22-Jan-08,2008-01-22,2008
705,Asgard's Wrath,PC,10-Oct-19,2019-10-10,2019
706,Wipeout Pure,PSP,16-Mar-05,2005-03-16,2005
707,The Beatles: Rock Band,PlayStation3,09-Sep-09,2009-09-09,2009
708,XCOM 2: War of the Chosen,PC,29-Aug-17,2017-08-29,2017
709,Fallout 4,XboxOne,10-Nov-15,2015-11-10,2015
710,DUSK,PC,10-Dec-18,2018-12-10,2018
711,Tiger Woods PGA Tour 2005,PlayStation2,20-Sep-04,2004-09-20,2004
712,Microsoft Flight Simulator 2004: A Century of Flight,PC,29-Jul-03,2003-07-29,2003
713,NBA Street Vol. 2,GameCube,28-Apr-03,2003-04-28,2003
714,Medieval: Total War,PC,19-Aug-02,2002-08-19,2002
715,Shenmue II,Dreamcast,23-Nov-01,2001-11-23,2001
716,NHL 2001,PlayStation,26-Sep-00,2000-09-26,2000
717,Excitebike 64,Nintendo64,30-Apr-00,2000-04-30,2000
718,R4: Ridge Racer Type 4,PlayStation,01-May-99,1999-05-01,1999
719,Shadow Complex,Xbox360,19-Aug-09,2009-08-19,2009
720,Spelunky,PlayStationVita,27-Aug-13,2013-08-27,2013
721,NBA Street V3,GameCube,08-Feb-05,2005-02-08,2005
722,Mafia,PC,27-Aug-02,2002-08-27,2002
723,N++,XboxOne,04-Oct-17,2017-10-04,2017
724,Call of Duty: Modern Warfare 3,Xbox360,08-Nov-11,2011-11-08,2011
725,What Remains of Edith Finch,PlayStation4,25-Apr-17,2017-04-25,2017
726,Brothers in Arms: Road to Hill 30,Xbox,01-Mar-05,2005-03-01,2005
727,Sekiro: Shadows Die Twice,PC,22-Mar-19,2019-03-22,2019
728,Deus Ex: Human Revolution - Director's Cut,WiiU,22-Oct-13,2013-10-22,2013
729,Madden NFL 06,PlayStation2,08-Aug-05,2005-08-08,2005
730,Dishonored,Xbox360,09-Oct-12,2012-10-09,2012
731,LIMBO,PC,02-Aug-11,2011-08-02,2011
732,Crusader Kings II: The Old Gods,PC,28-May-13,2013-05-28,2013
733,Assassin's Creed: Brotherhood,PC,22-Mar-11,2011-03-22,2011
734,Crash Team Racing,PlayStation,30-Sep-99,1999-09-30,1999
735,DJ Hero 2,Wii,19-Oct-10,2010-10-19,2010
736,Pinball FX 2: Marvel Pinball - Avengers Chronicles,Xbox360,20-Jun-12,2012-06-20,2012
737,Medal of Honor Frontline,PlayStation2,28-May-02,2002-05-28,2002
738,Superbike 2001,PC,09-Oct-00,2000-10-09,2000
739,Ultimate Fighting Championship,Dreamcast,29-Aug-00,2000-08-29,2000
740,Wolfenstein II: The New Colossus,XboxOne,27-Oct-17,2017-10-27,2017
741,Mario Kart 8,WiiU,30-May-14,2014-05-30,2014
742,Super Mario Maker,WiiU,11-Sep-15,2015-09-11,2015
743,NHL 11,PlayStation3,07-Sep-10,2010-09-07,2010
744,Divinity: Original Sin Enhanced Edition,XboxOne,27-Oct-15,2015-10-27,2015
745,Dead Space,PlayStation3,13-Oct-08,2008-10-13,2008
746,Tekken 5,PlayStation2,24-Feb-05,2005-02-24,2005
747,F.E.A.R.,PC,17-Oct-05,2005-10-17,2005
748,Psychonauts,Xbox,19-Apr-05,2005-04-19,2005
749,The Binding of Isaac: Rebirth,PlayStation4,04-Nov-14,2014-11-04,2014
750,Tony Hawk's Pro Skater 1 + 2,PC,04-Sep-20,2020-09-04,2020
751,FIFA 14,XboxOne,19-Nov-13,2013-11-19,2013
752,NHL 10,Xbox360,15-Sep-09,2009-09-15,2009
753,BioShock 2,Xbox360,09-Feb-10,2010-02-09,2010
754,Kerbal Space Program,PC,27-Apr-15,2015-04-27,2015
