name,platform,r-date,developer,genre,players
Galactic Wrestling: Featuring Ultimate Muscle,PlayStation2,30-Jun-04,AkiCorp.,"Action,Fighting,Wrestling",04-Jan
Yu-Gi-Oh! Reshef of Destruction,GameBoyAdvance,29-Jun-04,Konami,"Miscellaneous,Card Battle",02-Jan
Beam Breakers,PC,21-Oct-02,Similis,"Driving,Racing,Arcade,Futuristic,Automobile",06-Jan
Disney's Aladdin in Nasira's Revenge,PlayStation,15-Mar-01,ArgonautGames,"Action,General",1 Player
The Messenger (2001),PC,14-Feb-01,IndexMultimedia,"Adventure,General,General",1 Player
Skully,Switch,04-Aug-20,FinishLineGames,"Action,Platformer,3D",No Online Multiplayer
Hunter's Legacy,XboxOne,20-Jan-17,Lienzo,"Action,Action Adventure,Platformer,Open-World,2D",No info
Into the Stars,PC,04-Mar-16,FugitiveGames,"Action Adventure,General",No Online Multiplayer
Neopets: The Darkest Faerie,PlayStation2,16-Nov-05,IdolMinds,"Adventure,Third-Person,Fantasy",1 Player
Hunted: The Demon's Forge,PC,30-May-11,InXileEntertainment,"Action Adventure,Fantasy,General,Fantasy",2  Online
Hellbound,PC,04-Aug-20,SaibotStudios,"Action,General",No Online Multiplayer
Raging Justice,PlayStation4,08-May-18,MakinGames,"Action,Beat-'Em-Up,2D",No Online Multiplayer
Nikoli's Pencil Puzzle,3DS,25-Oct-11,NATSUMEATARIInc.,"Miscellaneous,Puzzle,Puzzle,Puzzle,Logic,General,Logic",No info
Rayman: Hoodlum's Revenge,GameBoyAdvance,15-Mar-05,BackboneEntertainment,"Action,Platformer,2D",1 Player
Shadowrun Chronicles: Boston Lockdown,PC,31-Mar-14,"CliffhangerProductions,CliffhangerProductions","General,Strategy,Adventure,Turn-Based,General,Tactics",No info
Destiny 2: Warmind,XboxOne,08-May-18,Bungie,"Action,Shooter,First-Person,Arcade",No info
Filthy Lucre,PlayStation4,16-Sep-16,FabrikGames,"Action,Shooter,Shoot-'Em-Up,Top-Down",2
Redux: Dark Matters,PC,12-Dec-14,"NG:DEV.TEAM,KTXSoftware","Shooter,Scrolling,Action,Shooter,Scrolling,Shoot-'Em-Up,Vertical",No info
Captain America: Super Soldier,PlayStation3,19-Jul-11,NextLevelGames,"Action,General,General",No Online Multiplayer
Blood Bowl,Xbox360,26-Jan-10,Cyanide,"Sports,Alternative,Team,Individual,Football,Other,Other,Arcade",No info
Shadow Ops: Red Mercury,Xbox,15-Jun-04,Zombie,"Action,Shooter,First-Person,Modern",08-Jan
Cities XL 2012,PC,20-Oct-11,"MonteCristoMultimedia,MonteCristo","Strategy,City Building,Management,Modern,Modern,Government",No info
Acceleration of SUGURI X-Edition,PlayStation3,15-Feb-11,Rockin'Android,"Action,Fighting,Fighting,3D,2D,2D",No info
Downward Spiral: Horus Station,PlayStation4,18-Sep-18,"3rdEyeStudiosOyLTD,3rdEyeStudios","Adventure,3D,First-Person",Online Multiplayer
Frogger,Xbox360,12-Jul-06,DigitalEclipse,"Action,General,General,Arcade",2  Online
Wizardry: Labyrinth of Lost Souls,PC,15-Jan-20,Acquire,"Role-Playing,Western-Style",No Online Multiplayer
Reign of Fire,GameBoyAdvance,31-Oct-02,CrawfishInteractive,"Action,Shooter,Third-Person,Fantasy",1 Player
Micro Machines V4,PSP,27-Jun-06,SupersonicSoftware,"Driving,Racing,Arcade,Arcade,Automobile",04-Jan
Shaun White Skateboarding,Xbox360,24-Oct-10,UbisoftMontreal,"Sports,Alternative,Individual,Other,Other,Skate / Skateboard",No info
Infini,Switch,03-Jul-20,Barnaque,"Adventure,General",No Online Multiplayer
Dead by Daylight,Switch,24-Sep-19,505Games,"Action Adventure,Survival",Up to 5 
Atomic Ninjas,PlayStationVita,08-Oct-13,GripGames,"Action,Platformer,Platformer,2D,2D",No info
NCAA GameBreaker 2004,PlayStation2,27-Aug-03,989Sports,"Sports,Traditional,Football,Sim",08-Jan
Speed Kings,PlayStation2,28-May-03,ClimaxGroup,"Driving,Racing,Motorcycle,Street",02-Jan
Bloody Roar Extreme,Xbox,27-May-03,Eighting/Raizing,"Action,Fighting,3D",02-Jan
CSI: Crime Scene Investigation,PC,26-Mar-03,369Interactive,"Adventure,3D,First-Person,Modern,Modern",1 Player
World War II: Panzer Claws,PC,12-Nov-02,"Zuxxez,InImages","Strategy,Real-Time,Historic,General,Historic,Tactics",08-Jan
AirForce Delta Storm,Xbox,14-Nov-01,KCEStudios,"Simulation,Flight,Modern Jet",1 Player
ESPN International Track & Field,Dreamcast,26-Sep-00,KCEO,"Sports,Olympic Sports",No info
Sonic the Hedgehog 4: Episode II,Xbox360,16-May-12,Sega,"Action,Platformer,Platformer,2D,2D",No info
Green Lantern: Rise of the Manhunters,PlayStation3,07-Jun-11,DoubleHelixGames,"Action Adventure,Sci-Fi,Sci-Fi,General",No Online Multiplayer
Mafia II: Joe's Adventures,Xbox360,23-Nov-10,2KCzech,"Action Adventure,Historic,General,Historic,Open-World",No info
Sengoku Basara: Samurai Heroes,PlayStation3,12-Oct-10,Capcom,"Action,Beat-'Em-Up,Beat-'Em-Up,2D,3D",No Online Multiplayer
Dual Blades,GameBoyAdvance,07-Oct-02,Metro3D,"Action,Fighting,2D",02-Jan
Bee Simulator,XboxOne,12-Nov-19,VarsavGameStudios,"Simulation,General",No Online Multiplayer
The Walking Dead Onslaught,PlayStation4,29-Sep-20,Survios,"Action Adventure,Survival",No Online Multiplayer
Over the Hedge,Xbox,09-May-06,EdgeofReality,"Action,Platformer,3D",02-Jan
Star Wars: Lethal Alliance,PSP,07-Dec-06,UbisoftMontreal,"Action Adventure,Sci-Fi,Sci-Fi,General",02-Jan
Sheltered,Switch,18-Dec-18,Unicube,"Strategy,Real-Time,Defense",No Online Multiplayer
Deadbeat Heroes,XboxOne,10-Oct-17,DeadbeatStudios,"Action,Beat-'Em-Up,3D",No info
Midway Arcade Origins,Xbox360,06-Nov-12,BackboneEntertainment,"Miscellaneous,Compilation,Compilation",No Online Multiplayer
Scooby-Doo! Unmasked,PlayStation2,12-Sep-05,ArtificialMindandMovement,"Action,Platformer,3D",1 Player
TMNT,PlayStation2,20-Mar-07,UbisoftMontreal,"Action,Beat-'Em-Up",1 Player
Hunted: The Demon's Forge,Xbox360,31-May-11,InXileEntertainment,"Action Adventure,Fantasy,General,Fantasy",2  Online
Pac-Man World 3,PSP,06-Dec-05,BlitzGames,"Action,Platformer,Platformer,3D,3D",24  Online
Ninja Blade,PC,31-Oct-09,FromSoftware,"Action Adventure,Modern,General,Modern,Linear",No Online Multiplayer
Mini Ninjas,DS,08-Sep-09,MagicPockets,"Action Adventure,Adventure,General,Fantasy,General,Fantasy",No info
Over the Hedge,GameCube,09-May-06,EdgeofReality,"Action,Platformer,3D",02-Jan
Island Time VR,PlayStation4,03-Apr-18,FlightSchoolStudio,"Action Adventure,Survival",No info
The Dark Eye: Demonicon,PC,24-Oct-13,NoumenaProductions,"Role-Playing,General,General,Action RPG",No info
Unchained Blades,PSP,26-Jun-12,FuRyu,"Role-Playing,First-Person,First-Person,Western-Style",No info
Smash Cars,PlayStation3,20-Aug-09,CreatStudios,"Simulation,Driving,Car Combat,Car Combat,Vehicle,Combat",Up to 6 
Dead to Rights: Retribution,Xbox360,27-Apr-10,VolatileGames,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",No Online Multiplayer
The Guild 2,PC,12-Oct-06,4HeadStudios,"Strategy,Real-Time,Historic,General,Historic",8  Online
F1 2015,PC,09-Jul-15,Codemasters,"Racing,Simulation,Automobile",No info
Gretzky NHL,PSP,14-Mar-05,Page44Studios,"Sports,Traditional,Ice Hockey,Sim,Sim",2  Online
The Hobbit,GameCube,11-Nov-03,InevitableEntertainment,"Adventure,Third-Person,Fantasy",1 Player
Nexagon: Deathmatch,PC,23-Jul-03,StrategyFirst,"Strategy,Real-Time,Sci-Fi,General",02-Jan
Soldier of Fortune II: Double Helix,Xbox,18-Jun-03,GratuitousGames,"Action,Shooter,First-Person,Modern",12-Jan
Whirl Tour,GameCube,12-Nov-02,PapayaStudios,"Sports,Alternative,Skateboarding",02-Jan
The Simpsons Road Rage,Xbox,01-Dec-01,FoxInteractive,"Driving,Racing,Arcade",02-Jan
Disney's Tarzan Untamed,GameCube,17-Nov-01,UbisoftMontreal,"Action,Platformer,3D",1 Player
Illbleed,Dreamcast,16-Apr-01,CrazyGames,"Action Adventure,Horror",No info
BANG! Gunship Elite,Dreamcast,18-Dec-00,RaylandInteractive,"Simulation,Sci-Fi,Small Spaceship",No info
Jump Force,XboxOne,15-Feb-19,"SpikeChunsoftCo.Ltd.,SpikeChunsoft","Action Adventure,General,Action,Fighting,3D",2
From Russia With Love,PSP,03-Apr-06,Rebellion,"Action,Action Adventure,Shooter,General,Modern,Third-Person,Modern",06-Jan
Fahrenheit: Indigo Prophecy Remastered,PC,28-Jan-15,Aspyr,"Action,General,Adventure,3D,Third-Person",No Online Multiplayer
F1 Race Stars: Powered Up Edition,WiiU,16-Jan-14,Codemasters,"Driving,Racing,Arcade,Formula One,Formula One,Automobile",No info
Wanted: Weapons of Fate,PlayStation3,24-Mar-09,GRIN,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",No info
Root Beer Tapper,Xbox360,07-Feb-07,DigitalEclipse,"Action,General,General,Arcade",2  Online
JoJo's Bizarre Adventure: Eyes of Heaven,PlayStation4,28-Jun-16,CyberConnect2,"Action,Fighting,3D",Up to 4 
Metal Max Xeno,PlayStation4,25-Sep-18,"CattleCall,24Frame","Role-Playing,General",No Online Multiplayer
Lost Planet 3,PC,26-Aug-13,SparkUnlimited,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",No info
Jeremy McGrath's Offroad,PlayStation3,26-Jun-12,2XLGames,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",No info
The Crew,PlayStation4,02-Dec-14,"UbisoftReflections,IvoryTower","GT / Street,Driving,Racing,Simulation,GT / Street,Automobile",Up to 8 
E.Y.E: Divine Cybermancy,PC,29-Jul-11,StreumOnStudio,"Role-Playing,First-Person,Western-Style",No info
Class of Heroes,PSP,09-Jun-09,Zerodiv,"Role-Playing,First-Person,General,Western-Style",No info
Disney's Kim Possible: Kimmunicator,DS,09-Nov-05,ArtificialMindandMovement,"Action,Platformer,Platformer,3D,3D",1 Player
Sacred Citadel,PC,16-Apr-13,SouthendInteractive,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",No info
Aqua,Xbox360,19-May-10,GamesDistillery,"Action,Shooter,Shooter,Third-Person,Shoot-'Em-Up,Tactical,Top-Down,Modern,Modern",No info
Desperate Housewives: The Game,PC,06-Oct-06,LiquidEntertainment,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",1 Player
LifeSigns: Surgical Unit,DS,06-Nov-07,Spike,"Simulation,Miscellaneous,Adventure,Puzzle,Visual Novel,Virtual,Puzzle,General,Puzzle,General,Career",1 Player
Stacked with Daniel Negreanu,Xbox,30-May-06,5000ft,"Miscellaneous,Parlor,Gambling",10  Online
.hack//G.U. vol. 2//Reminisce,PlayStation2,08-May-07,CyberConnect2,"Role-Playing,Action RPG",1 Player
PaRappa the Rapper Remastered,PlayStation4,04-Apr-17,"NanaOn-Sha,SonyInteractiveEntertainment","Action,Rhythm,Music",No info
Giraffe and Annika,Switch,25-Aug-20,AtelierMimina,"Adventure,3D,Third-Person",No Online Multiplayer
Monkey King: Hero is Back,PlayStation4,17-Oct-19,"HexaDrive,OasisGames","Action,General",No Online Multiplayer
Detective Gallo,Switch,17-Aug-18,FootprintsGames,"Adventure,Point-and-Click",No Online Multiplayer
Earthfall,PC,12-Jul-18,Holospark,"Action,Shooter,First-Person,Tactical",Online Multiplayer
Destiny 2: Curse of Osiris,PC,05-Dec-17,Bungie,"Action,Shooter,First-Person,Arcade",Up to 16 
Ninja Shodown,Switch,05-Oct-17,BitmapBureau,"Miscellaneous,Party / Minigame",No Online Multiplayer
Has-Been Heroes,PlayStation4,28-Mar-17,"Frozenbyte,Inc.,GameTrust","Strategy,Turn-Based,General,Tactics",No info
Armikrog,XboxOne,23-Aug-16,"VersusEvil,PencilTestStudios","Adventure,Point-and-Click",No info
Batman: Arkham Knight - A Matter of Family,PlayStation4,14-Jul-15,"RocksteadyStudios,WBGamesMontreal","Action Adventure,Open-World",No info
SimCity: Cities of Tomorrow Expansion Pack,PC,12-Nov-13,Maxis,"Modern,Strategy,City Building,Management,Modern,Government",No info
Emergency 2012,PC,22-Nov-10,ValuSoft,"Action,General,General",No info
Football Genius - The Ultimate Quiz,Xbox360,30-Sep-09,RTL,"Miscellaneous,Trivia / Game Show,Trivia / Game Show",No info
The Spiderwick Chronicles,PC,05-Feb-08,StormfrontStudios,"Adventure,General,General",1 Player
Fullmetal Alchemist: Trading Card Game,DS,15-Oct-07,MagellanInteractive,"Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle",2  Online
Surf's Up,Xbox360,30-May-07,Ubisoft,"Sports,Alternative,Individual,Surfing,Surfing,Surf / Wakeboard",No Online Multiplayer
NBA Live 07,PC,25-Sep-06,EASports,"Sports,Traditional,Team,Basketball,Sim,Sim",2  Online
Teen Titans,GameBoyAdvance,16-Oct-05,ArtificialMindandMovement,"Action Adventure,Modern",No info
Civilization III: Play the World,PC,25-Oct-02,FiraxisGames,"Strategy,Turn-Based,Historic,Historic,4X",08-Jan
Prince of Qin,PC,19-Aug-02,Object,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",No info
Nightcaster,Xbox,21-Jan-02,JalecoEntertainment,"Action Adventure,Fantasy",1 Player
Rune: Halls of Valhalla,PC,26-Apr-01,HumanHeadStudios,"Action,General,General",16-Jan
Gauntlet: Seven Sorrows,Xbox,12-Dec-05,Midway,"Role-Playing,Action RPG",4  Online
Ar tonelico Qoga: Knell of Ar Ciel,PlayStation3,15-Mar-11,Gust,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",No Online Multiplayer
The Dwarves,PC,01-Dec-16,"KINGArt,KingArtGames","Role-Playing,General",No Online Multiplayer
Vietcong 2,PC,24-Oct-05,Pterodon,"Action,Shooter,Shooter,First-Person,Historic,Arcade",64  Online
StarDrive,PC,26-Apr-13,ZeroSumGames,"Strategy,Real-Time,Sci-Fi,General",No info
Create,PlayStation3,16-Nov-10,EABrightLight,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",No Online Multiplayer
Far Cry 5: Lost on Mars,PC,17-Jul-18,UbisoftMontreal,"Action,Shooter,First-Person,Arcade",No info
Dance Dance Revolution: Disney Channel Edition,PlayStation2,08-Jan-08,KeenGames,"Miscellaneous,Rhythm,Dancing",No info
Death Jr.,PSP,16-Aug-05,BackboneEntertainment,"Action,Platformer,Platformer,3D,3D",1 Player
Perception,XboxOne,06-Jun-17,TheDeepEndGames,"Adventure,3D,First-Person",No info
Signal Ops,PC,05-Apr-13,SpaceBulletDynamicsCorporation,"Strategy,General,General",Online Multiplayer
Venetica,PC,25-Jan-11,Deck13,"Role-Playing,Third-Person,Third-Person,General",No Online Multiplayer
Raiden III,PlayStation2,17-Apr-07,Moss,"Action,Shooter,Scrolling",02-Jan
Tour de France 2020,PlayStation4,04-Jun-20,Cyanide,"Sports,Individual,Biking",Up to 4 
Rogue Trooper Redux,XboxOne,17-Oct-17,SoldOut,"Action,Shooter,Third-Person,Arcade",No info
Ryse: Son of Rome,PC,10-Oct-14,Crytek,"Action Adventure,General,Fantasy",No info
J-Stars Victory Vs+,PlayStation4,30-Jun-15,"BandaiNamcoGames,SpikeChunsoft","Action,Fighting,3D",Up to 4 
Spy Fiction,PlayStation2,31-Aug-04,AccessGames,"Action Adventure,Modern",1 Player
One Must Fall: Battlegrounds,PC,19-Dec-03,DiversionsEntertainment,"Action,Fighting,Fighting,3D,3D",16-Jan
Rugby 2004,PlayStation2,16-Sep-03,HBStudiosMultimedia,"Sports,Alternative,Rugby",04-Jan
Motor Trend presents Lotus Challenge,Xbox,30-Apr-03,KujuEntertainment,"Driving,Racing,GT / Street",02-Jan
Disney's Donald Duck: Goin' Quackers,GameCube,25-Mar-02,UbisoftMontreal,"Action,Platformer,3D",1 Player
BCT Commander,PC,23-Feb-02,ProSim,"Strategy,Real-Time,Wargame,Real-Time,General",02-Jan
Championship Surfer,Dreamcast,11-Dec-00,KromeStudios,"Sports,Alternative,Surfing",No info
Moon Diver,Xbox360,04-May-11,FeelPlus,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",No info
Shadow Ops: Red Mercury,PC,21-Sep-04,ZombieStudios,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",1-32 
Dead Rising: Chop Till You Drop,Wii,24-Feb-09,TOSE,"Action Adventure,Horror,Horror,Survival,Open-World",No Online Multiplayer
Ghost in the Shell: Stand Alone Complex,PSP,26-Oct-05,G-Artists,"Action,Shooter,Shooter,First-Person,Third-Person,Sci-Fi,Sci-Fi,Sci-Fi,Arcade",06-Jan
Star Wars: The Force Unleashed II,Xbox360,26-Oct-10,LucasArts,"Action,General,General",No info
GoldenEye: Rogue Agent,Xbox,22-Nov-04,EALA,"Action,Shooter,First-Person,Modern",8  Online
Fun! Fun! Minigolf TOUCH!,3DS,08-Mar-12,Shin'en,"Sports,Traditional,Individual,Golf,Arcade,Arcade",No Online Multiplayer
Fast Striker,PlayStation4,16-Oct-18,NG:DEV.TEAM,"Action,Shooter,Shoot-'Em-Up,Vertical",No Online Multiplayer
Deadpool,PlayStation3,25-Jun-13,HighMoonStudios,"3D,Fighting,Action,Action Adventure,Beat-'Em-Up,Shooter,Beat-'Em-Up,Linear,Third-Person,3D,Arcade",No Online Multiplayer
PowerUp Heroes,Xbox360,18-Oct-11,Ubisoft,"Action,Fighting,Fighting,3D,3D",No info
Transformers: Revenge of the Fallen,Xbox360,23-Jun-09,"Luxoflux,Inc.","Action,Adventure,Shooter,Beat-'Em-Up,Sci-Fi,Sci-Fi,Third-Person,3D,Arcade",Up to 8 
Bus Driver,PC,22-Mar-07,SCSSoftware,"Simulation,General,General,Vehicle,Civilian",1 Player
F1 Race Stars,PlayStation3,13-Nov-12,Codemasters,"Driving,Racing,Arcade,Formula One,Formula One,Automobile",Up to 12 
The Witch and the Hundred Knight 2,PlayStation4,27-Mar-18,NipponIchiSoftware,"Role-Playing,Action RPG",No Online Multiplayer
Batman: Arkham Origins Blackgate,PlayStationVita,25-Oct-13,ArmatureStudio,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer
Boiling Point: Road to Hell,PC,06-Jun-05,DeepShadows,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",1 Player
Crimsonland,Switch,24-Nov-17,10tons,"Action,Shooter,Shoot-'Em-Up,Top-Down",No Online Multiplayer
Traverser,PC,09-Jul-15,GatlingGoatStudios,"Action Adventure,Linear",No Online Multiplayer
The Perils of Man,PC,28-Apr-15,IFGames,"Adventure,General,Point-and-Click",No Online Multiplayer
A City Sleeps,PC,16-Oct-14,HarmonixMusicSystems,"Action,Shooter,Scrolling,Shoot-'Em-Up,Vertical,Horizontal",No Online Multiplayer
Invincible Tiger: The Legend of Han Tao,Xbox360,26-Aug-09,BlitzArcade,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",2  Online
FaceBreaker K.O. Party,Wii,11-Nov-08,EACanada,"Sports,Traditional,Individual,Boxing,Boxing,Combat,Boxing / Martial Arts",No info
Tom Clancy's Splinter Cell Double Agent,Wii,28-Nov-06,UbisoftShanghai,"Action Adventure,Modern,General,Modern",No Online Multiplayer
Fantastic 4,GameCube,27-Jun-05,7Studios,"Action,Beat-'Em-Up",02-Jan
Disney Universe,Wii,25-Oct-11,"EurocomEntertainmentSoftware,Eurocom","Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer
F1 2014,PC,16-Oct-14,CodemastersBirmingham,"Driving,Racing,Simulation,Formula One,Automobile",No info
Ragnarok Odyssey ACE,PlayStation3,01-Apr-14,GameArts,"Role-Playing,Action RPG,Action RPG",Up to 4 
Elite Forces: Unit 77,DS,28-Apr-09,GammickEntertainment,"Strategy,Turn-Based,Modern,General,Modern",No info
Dead Island: Riptide,PC,22-Apr-13,Techland,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",No info
Spore Hero,Wii,06-Oct-09,Maxis,"Action Adventure,Sci-Fi,Sci-Fi,General",No info
Superfrog HD,PlayStation3,06-Aug-13,Team17,"Action,Platformer,Platformer,2D,2D",No info
Namco Museum 50th Anniversary,PlayStation2,30-Aug-05,DigitalEclipse,"Miscellaneous,Compilation",02-Jan
Violett,PC,13-Dec-13,"ForeverEntertainmentS.A.,ForeverEntertainment","Adventure,General",No Online Multiplayer
Rogue Ops,PlayStation2,29-Oct-03,BitsStudios,"Action Adventure,Modern",1 Player
Original War,PC,03-Dec-01,AltarInteractive,"Strategy,Real-Time,General,General,Command",08-Jan
18 Wheeler: American Pro Trucker,PlayStation2,14-Nov-01,AcclaimStudiosCheltenham,"Driving,Racing,Arcade",02-Jan
X-Men: Reign of Apocalypse,GameBoyAdvance,25-Sep-01,DigitalEclipse,"Action,Beat-'Em-Up",No info
Virtua Athlete 2000,Dreamcast,10-Aug-01,Hitmaker,"Sports,Olympic Sports",No info
Alien Resurrection,PlayStation,10-Oct-00,ArgonautGames,"Action,Shooter,First-Person,Sci-Fi",1 Player
Dogs of War,PC,30-Jul-00,SiliconDreams,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",08-Jan
Flockers,PlayStation4,23-Sep-14,Team17,"Puzzle,Action",No info
Test Drive: Ferrari Racing Legends,Xbox360,03-Jul-12,"Atari,SlightlyMadStudios,AtariSA","Driving,Racing,Simulation,General,General,Automobile",Up to 8 
Need for Speed Payback,XboxOne,07-Nov-17,GhostGames,"Simulation,Racing,Arcade,Automobile",Up to 8 
Age of Pirates 2: City of Abandoned Ships,PC,26-May-09,Akella,"Role-Playing,Action RPG,Action RPG",1 Player
Secret Agent Clank,PlayStation2,26-May-09,SanzaruGames,"Action,Platformer,3D",No info
Outcast: Second Contact,PlayStation4,14-Nov-17,"Appeal,BigbenInteractive,BigbenGames","Action Adventure,Adventure,General,Open-World",No Online Multiplayer
Major League Baseball 2K9,PlayStation3,03-Mar-09,2KSports,"Sports,Traditional,Team,Baseball,Sim,Sim",No info
Need for Speed ProStreet,Wii,13-Nov-07,EAGames,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",No Online Multiplayer
No Man's Sky,PC,12-Aug-16,HelloGames,"Action,General,General,Action Adventure,Open-World",No Online Multiplayer
Asphalt 9: Legends,Switch,08-Oct-19,Gameloft,"Racing,Arcade,Automobile",Up to 8 
Delta Force: Black Hawk Down,Xbox,26-Jul-05,ClimaxGroup,"Action,Shooter,First-Person,Tactical,Modern",44  Online
Kinect Adventures!,Xbox360,04-Nov-10,GoodScienceStudio,"Miscellaneous,Adventure,General,General,Party / Minigame",2
James Cameron's Avatar: The Game,Xbox360,01-Dec-09,"Ubisoft,UbisoftMontreal","Action,General,General",Up to 16 
Metal Slug XX,Xbox360,19-May-10,SNKPlaymore,"Action,Shooter,General,Shooter,Scrolling,Shoot-'Em-Up,Horizontal",02-Jan
Need for Speed Payback,PlayStation4,07-Nov-17,GhostGames,"Simulation,Racing,Arcade,Automobile",Up to 8 
Evoland,PC,04-Apr-13,ShiroGames,"Role-Playing,Adventure,General,General",No Online Multiplayer
Mutant Mudds,PC,30-Aug-12,RenegadeKid,"Action,Platformer,Platformer,2D,2D",No info
Infernal,PC,08-May-07,MetropolisSoftware,"Action,Shooter,Shooter,Third-Person,Fantasy,Fantasy,Arcade",1 Player
Muppets Party Cruise,PlayStation2,13-Nov-03,MassMedia,"Action,General",04-Jan
Robotech: The Macross Saga,GameBoyAdvance,27-Oct-02,LuckyChicken,"Action,Shooter,Scrolling",04-Jan
X-Men: Next Dimension,PlayStation2,15-Oct-02,ParadoxDevelopment,"Action,Fighting,3D",02-Jan
Future Tactics: The Uprising,Xbox,10-May-04,No info,"Strategy,Turn-Based,Sci-Fi",02-Jan
Fatal Inertia,Xbox360,11-Sep-07,Koei,"Driving,Racing,Arcade,Futuristic,Futuristic",04-Jan
Skully,PC,04-Aug-20,FinishLineGames,"Action,Platformer,3D",No Online Multiplayer
Windward,PC,12-May-15,TasharenEntertainment,"General,Action,General",No info
Zombie Apocalypse,PlayStation3,24-Sep-09,Nihilistic,"Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",No info
Siegecraft Commander,XboxOne,17-Jan-17,BlowfishStudios,"Strategy,Real-Time,MOBA,Defense",No info
MegaTagmension Blanc + Neptune VS Zombies,PlayStationVita,10-May-16,CompileHeart,"Action,Beat-'Em-Up,3D",Up to 4 
White Night,XboxOne,06-Mar-15,OSomeStudio,"Action,General,Action Adventure,Survival",No info
PlayStation Move Fitness,PlayStation3,26-Mar-13,ColdwoodInteractive,"Sports,Miscellaneous,General,Exercise / Fitness",No Online Multiplayer
Robocalypse: Beaver Defense,Wii,31-May-10,Vogster,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General,Defense",1 Player
Star Wars: The Force Unleashed,DS,16-Sep-08,n-Space,"Action,Action Adventure,General,General,Shooter,Linear,Third-Person,Arcade",6  Online
Kirby Air Ride,GameCube,13-Oct-03,HALLabs,"Driving,Racing,Kart",04-Jan
Playboy: The Mansion,Xbox,25-Jan-05,CyberloreStudios,"Strategy,Tycoon",1 Player
Sunny Garcia Surfing,PlayStation2,22-Oct-01,KromeStudios,"Sports,Alternative,Surfing",08-Jan
Sword Coast Legends,PC,19-Oct-15,n-Space,"Role-Playing,General,Western-Style",No info
Baja: Edge of Control,PlayStation3,22-Sep-08,2XLGames,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",No info
Sega Casino,DS,10-Oct-05,TOSE,"Miscellaneous,Parlor,Gambling,Gambling",05-Jan
Velvet Assassin,PC,30-Apr-09,"ReplayStudios,MLEnterprises","Action,Shooter,Shooter,First-Person,Third-Person,Tactical,Historic,Historic",No Online Multiplayer
Honeycomb Beat,DS,02-Apr-07,Hudson,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",1 Player
Asterix & Obelix XXL 2,PlayStation4,29-Nov-18,EtrangesLibellules,"Action,Platformer,3D",No Online Multiplayer
Voodoo Dice,Xbox360,26-May-10,Exkee,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",4  Online
Capcom Fighting Evolution,Xbox,14-Jun-05,Capcom,"Action,Fighting,2D",2  Online
Arkanoid DS,DS,17-Jun-08,TaitoCorporation,"Action,General,General,Arcade",No info
Build-A-Bear Workshop,DS,05-Nov-07,NekoEntertainment,"Simulation,General,General",No info
Dragon Ball Z: Extreme Butoden,3DS,20-Oct-15,ArcSystemWorks,"Action,Fighting,2D",No Online Multiplayer
Star Wars Episode III: Revenge of the Sith,Xbox,04-May-05,DoubleHelixGames,"Action Adventure,Sci-Fi",No info
Shining Tears,PlayStation2,22-Mar-05,NexEntertainment,"Role-Playing,Action RPG",02-Jan
Darkened Skye,GameCube,16-Nov-02,BostonAnimation,"Action Adventure,Fantasy",1 Player
Silent Scope 3,PlayStation2,15-Oct-02,KCET,"Action,Shooter,Rail",1 Player
Asemblance,PlayStation4,21-Jun-16,NiloStudios,"Adventure,3D,First-Person",No info
Zeno Clash II,PC,30-Apr-13,ACETeam,"Action,Role-Playing,Adventure,Action RPG,Beat-'Em-Up,Action RPG,3D,First-Person,Fantasy",1 Player
Fable: The Journey,Xbox360,09-Oct-12,LionheadStudios,"Role-Playing,Action RPG,Action RPG",No info
Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,11-May-10,CyberConnect2,"Action,Fighting,Fighting,3D,3D",No Online Multiplayer
