,platform,genre,players
247,PlayStation3,Platformer,No Online Multiplayer
247,PlayStation3,3D,No Online Multiplayer
247,PlayStation3,3D,No Online Multiplayer
248,Wii,Role-Playing,No Online Multiplayer
248,Wii,Action RPG,No Online Multiplayer
248,Wii,Console-style RPG,No Online Multiplayer
248,Wii,Action RPG,No Online Multiplayer
250,PlayStation,Action,02-Jan
250,PlayStation,Shooter,02-Jan
250,PlayStation,First-Person,02-Jan
250,PlayStation,Historic,02-Jan
251,PlayStation,Miscellaneous,1 Player
251,PlayStation,Music,1 Player
252,Xbox360,Action,04-Jan
252,Xbox360,Miscellaneous,04-Jan
252,Xbox360,Music,04-Jan
252,Xbox360,Music,04-Jan
253,Switch,Racing,Up to 12 
253,Switch,Arcade,Up to 12 
253,Switch,Automobile,Up to 12 
254,PlayStation3,Miscellaneous,No Online Multiplayer
254,PlayStation3,Action Adventure,No Online Multiplayer
254,PlayStation3,Fantasy,No Online Multiplayer
254,PlayStation3,Compilation,No Online Multiplayer
254,PlayStation3,Compilation,No Online Multiplayer
255,Wii,Action,04-Jan
255,Wii,Action Adventure,04-Jan
255,Wii,Platformer,04-Jan
255,Wii,Fantasy,04-Jan
255,Wii,Platformer,04-Jan
255,Wii,2D,04-Jan
255,Wii,2D,04-Jan
256,GameCube,Action,04-Jan
256,GameCube,Shooter,04-Jan
256,GameCube,First-Person,04-Jan
256,GameCube,Sci-Fi,04-Jan
258,GameBoyAdvance,Action Adventure,1 Player
258,GameBoyAdvance,Sci-Fi,1 Player
260,GameBoyAdvance,Role-Playing,02-Jan
260,GameBoyAdvance,Console-style RPG,02-Jan
261,WiiU,Action,No Online Multiplayer
261,WiiU,Platformer,No Online Multiplayer
261,WiiU,Platformer,No Online Multiplayer
261,WiiU,2D,No Online Multiplayer
261,WiiU,2D,No Online Multiplayer
262,PC,Sports,08-Jan
262,PC,Traditional,08-Jan
262,PC,Individual,08-Jan
262,PC,Sim,08-Jan
262,PC,Sim,08-Jan
263,Xbox,Sports,2  Online
263,Xbox,Traditional,2  Online
263,Xbox,Sim,2  Online
264,Xbox360,Action,Up to 8 
264,Xbox360,Fighting,Up to 8 
264,Xbox360,Fighting,Up to 8 
264,Xbox360,3D,Up to 8 
264,Xbox360,2D,Up to 8 
264,Xbox360,3D,Up to 8 
266,PlayStation3,Action,4  Online
266,PlayStation3,Miscellaneous,4  Online
266,PlayStation3,Music,4  Online
266,PlayStation3,Music,4  Online
267,PC,Simulation,Online Multiplayer
268,Xbox360,Action RPG,Up to 4 
268,Xbox360,Role-Playing,Up to 4 
268,Xbox360,Action RPG,Up to 4 
269,PC,Action Adventure,No Online Multiplayer
269,PC,Modern,No Online Multiplayer
269,PC,General,No Online Multiplayer
269,PC,Modern,No Online Multiplayer
270,PlayStation2,Sports,16-Jan
270,PlayStation2,Traditional,16-Jan
270,PlayStation2,Sim,16-Jan
272,PC,Strategy,16-Jan
272,PC,Real-Time,16-Jan
272,PC,Fantasy,16-Jan
272,PC,General,16-Jan
272,PC,Fantasy,16-Jan
273,PlayStation3,Action,4  Online
273,PlayStation3,Platformer,4  Online
273,PlayStation3,Platformer,4  Online
273,PlayStation3,3D,4  Online
273,PlayStation3,2D,4  Online
273,PlayStation3,3D,4  Online
274,Switch,Action,No Online Multiplayer
274,Switch,Platformer,No Online Multiplayer
274,Switch,2D,No Online Multiplayer
275,PlayStation2,Miscellaneous,02-Jan
275,PlayStation2,Music,02-Jan
276,PC,Role-Playing,Massively Multiplayer
276,PC,Fantasy,Massively Multiplayer
276,PC,Fantasy,Massively Multiplayer
278,Wii,Action,No Online Multiplayer
278,Wii,Miscellaneous,No Online Multiplayer
278,Wii,Shooter,No Online Multiplayer
278,Wii,Compilation,No Online Multiplayer
278,Wii,Compilation,No Online Multiplayer
278,Wii,First-Person,No Online Multiplayer
278,Wii,Sci-Fi,No Online Multiplayer
279,PC,General,Up to 12 
279,PC,Action,Up to 12 
279,PC,Shooter,Up to 12 
279,PC,First-Person,Up to 12 
279,PC,Tactical,Up to 12 
280,PC,Driving,08-Jan
280,PC,Racing,08-Jan
280,PC,Simulation,08-Jan
280,PC,Automobile,08-Jan
281,GameCube,Sports,08-Jan
282,PlayStation2,Sports,08-Jan
282,PlayStation2,Traditional,08-Jan
282,PlayStation2,Sim,08-Jan
283,PC,Role-Playing,Up to 6 
284,WiiU,Action Adventure,No Online Multiplayer
284,WiiU,Fantasy,No Online Multiplayer
284,WiiU,Fantasy,No Online Multiplayer
285,XboxOne,Action RPG,No Online Multiplayer
285,XboxOne,Role-Playing,No Online Multiplayer
285,XboxOne,Action RPG,No Online Multiplayer
287,PlayStation2,Action,1 Player
287,PlayStation2,Platformer,1 Player
287,PlayStation2,3D,1 Player
290,PC,Simulation,08-Jan
290,PC,Sci-Fi,08-Jan
290,PC,Combat,08-Jan
291,PlayStation,Simulation,1 Player
291,PlayStation,Sci-Fi,1 Player
292,PC,Action Adventure,Up to 16 
292,PC,Modern,Up to 16 
292,PC,Open-World,Up to 16 
293,PlayStation2,Action,8  Online
293,PlayStation2,Platformer,8  Online
293,PlayStation2,3D,8  Online
294,GameCube,Action Adventure,1 Player
294,GameCube,Horror,1 Player
296,PlayStation3,Action Adventure,No Online Multiplayer
296,PlayStation3,Historic,No Online Multiplayer
296,PlayStation3,Historic,No Online Multiplayer
296,PlayStation3,Open-World,No Online Multiplayer
297,PlayStation2,Action Adventure,1 Player
297,PlayStation2,Modern,1 Player
298,Switch,Role-Playing,No Online Multiplayer
298,Switch,Japanese-Style,No Online Multiplayer
299,PlayStation2,Driving,04-Jan
300,PlayStation,Action,1 Player
300,PlayStation,Platformer,1 Player
300,PlayStation,3D,1 Player
301,PlayStation,Action Adventure,1 Player
301,PlayStation,Modern,1 Player
302,XboxOne,Action,Up to 12 
302,XboxOne,Shooter,Up to 12 
302,XboxOne,First-Person,Up to 12 
302,XboxOne,Tactical,Up to 12 
303,XboxOne,Action Adventure,No Online Multiplayer
303,XboxOne,General,No Online Multiplayer
304,Wii,Action Adventure,No Online Multiplayer
304,Wii,Horror,No Online Multiplayer
304,Wii,Horror,No Online Multiplayer
304,Wii,Survival,No Online Multiplayer
305,PlayStation2,Action Adventure,1 Player
305,PlayStation2,Fantasy,1 Player
306,XboxOne,Racing,Up to 12 
306,XboxOne,Simulation,Up to 12 
306,XboxOne,Automobile,Up to 12 
308,GameCube,Action Adventure,1 Player
308,GameCube,Fantasy,1 Player
309,PlayStation3,Action,Up to 4 
309,PlayStation3,Shooter,Up to 4 
309,PlayStation3,Shooter,Up to 4 
309,PlayStation3,First-Person,Up to 4 
309,PlayStation3,Sci-Fi,Up to 4 
309,PlayStation3,Sci-Fi,Up to 4 
309,PlayStation3,Arcade,Up to 4 
310,Switch,Action,Up to 4 
310,Switch,Platformer,Up to 4 
310,Switch,2D,Up to 4 
311,PC,Action Adventure,No Online Multiplayer
311,PC,Modern,No Online Multiplayer
311,PC,General,No Online Multiplayer
311,PC,Modern,No Online Multiplayer
312,XboxOne,Action,No Online Multiplayer
312,XboxOne,Platformer,No Online Multiplayer
312,XboxOne,2D,No Online Multiplayer
314,PlayStation2,Sports,08-Jan
314,PlayStation2,Traditional,08-Jan
314,PlayStation2,Sim,08-Jan
315,PC,Action,No Online Multiplayer
315,PC,Shooter,No Online Multiplayer
315,PC,Shooter,No Online Multiplayer
315,PC,First-Person,No Online Multiplayer
315,PC,Sci-Fi,No Online Multiplayer
315,PC,Sci-Fi,No Online Multiplayer
315,PC,Arcade,No Online Multiplayer
316,Xbox,Action Adventure,1 Player
316,Xbox,Fantasy,1 Player
317,PSP,Action Adventure,No Online Multiplayer
317,PSP,Fantasy,No Online Multiplayer
317,PSP,Fantasy,No Online Multiplayer
319,PlayStation2,Action,04-Jan
319,PlayStation2,Fighting,04-Jan
319,PlayStation2,3D,04-Jan
320,PC,Role-Playing,Massively Multiplayer
320,PC,Fantasy,Massively Multiplayer
320,PC,Fantasy,Massively Multiplayer
321,PlayStation3,Sports,2
321,PlayStation3,Traditional,2
321,PlayStation3,Team,2
321,PlayStation3,Sim,2
321,PlayStation3,Sim,2
322,PlayStation4,Action Adventure,No Online Multiplayer
322,PlayStation4,General,No Online Multiplayer
323,GameBoyAdvance,Action,04-Jan
323,GameBoyAdvance,Platformer,04-Jan
323,GameBoyAdvance,2D,04-Jan
325,PC,Sports,08-Jan
325,PC,Traditional,08-Jan
325,PC,Individual,08-Jan
325,PC,Sim,08-Jan
325,PC,Sim,08-Jan
326,Xbox,Sports,04-Jan
326,Xbox,Traditional,04-Jan
326,Xbox,Sim,04-Jan
327,GameCube,Sports,02-Jan
327,GameCube,Traditional,02-Jan
327,GameCube,Sim,02-Jan
328,PC,Adventure,1 Player
328,PC,Third-Person,1 Player
328,PC,Fantasy,1 Player
328,PC,Fantasy,1 Player
329,PC,Sports,04-Jan
329,PC,Individual,04-Jan
331,PC,Action Adventure,No Online Multiplayer
331,PC,Fantasy,No Online Multiplayer
331,PC,General,No Online Multiplayer
331,PC,Fantasy,No Online Multiplayer
332,Xbox360,Action,04-Jan
332,Xbox360,Shooter,04-Jan
332,Xbox360,Shooter,04-Jan
332,Xbox360,First-Person,04-Jan
332,Xbox360,Sci-Fi,04-Jan
332,Xbox360,Sci-Fi,04-Jan
332,Xbox360,Arcade,04-Jan
333,PC,Strategy,1 Player
333,PC,Turn-Based,1 Player
333,PC,Sci-Fi,1 Player
333,PC,Sci-Fi,1 Player
334,Xbox360,Role-Playing,No Online Multiplayer
334,Xbox360,Action RPG,No Online Multiplayer
334,Xbox360,Console-style RPG,No Online Multiplayer
334,Xbox360,Japanese-Style,No Online Multiplayer
335,PC,Action,16-Jan
335,PC,Shooter,16-Jan
335,PC,Shooter,16-Jan
335,PC,First-Person,16-Jan
335,PC,Modern,16-Jan
335,PC,Modern,16-Jan
335,PC,Arcade,16-Jan
336,PC,Strategy,Online Multiplayer
336,PC,Real-Time,Online Multiplayer
336,PC,General,Online Multiplayer
337,Xbox360,Driving,Up to 16 
337,Xbox360,Racing,Up to 16 
337,Xbox360,Simulation,Up to 16 
337,Xbox360,Automobile,Up to 16 
338,PlayStation,Action Adventure,1 Player
338,PlayStation,Horror,1 Player
340,PlayStation3,Miscellaneous,No Online Multiplayer
340,PlayStation3,Action Adventure,No Online Multiplayer
340,PlayStation3,Fantasy,No Online Multiplayer
340,PlayStation3,Compilation,No Online Multiplayer
340,PlayStation3,Compilation,No Online Multiplayer
341,PlayStation4,Action,No Online Multiplayer
341,PlayStation4,Platformer,No Online Multiplayer
341,PlayStation4,2D,No Online Multiplayer
342,PlayStation2,Sports,2  Online
342,PlayStation2,Traditional,2  Online
342,PlayStation2,Sim,2  Online
344,PC,Action,2  Online
344,PC,Fighting,2  Online
344,PC,Fighting,2  Online
344,PC,3D,2  Online
344,PC,2D,2  Online
344,PC,3D,2  Online
345,PC,Role-Playing,No Online Multiplayer
345,PC,First-Person,No Online Multiplayer
345,PC,First-Person,No Online Multiplayer
347,PC,Action,No Online Multiplayer
347,PC,Platformer,No Online Multiplayer
347,PC,Platformer,No Online Multiplayer
347,PC,2D,No Online Multiplayer
347,PC,2D,No Online Multiplayer
348,PC,Role-Playing,No Online Multiplayer
348,PC,General,No Online Multiplayer
349,Xbox360,Action,Up to 10 
349,Xbox360,Shooter,Up to 10 
349,Xbox360,Shooter,Up to 10 
349,Xbox360,Third-Person,Up to 10 
349,Xbox360,Sci-Fi,Up to 10 
349,Xbox360,Sci-Fi,Up to 10 
349,Xbox360,Arcade,Up to 10 
351,PC,Role-Playing,Online Multiplayer
352,PlayStation3,Action Adventure,No Online Multiplayer
352,PlayStation3,Fantasy,No Online Multiplayer
352,PlayStation3,General,No Online Multiplayer
352,PlayStation3,Fantasy,No Online Multiplayer
353,GameBoyAdvance,Action,02-Jan
353,GameBoyAdvance,Platformer,02-Jan
353,GameBoyAdvance,2D,02-Jan
356,PlayStation,Action Adventure,1 Player
356,PlayStation,Horror,1 Player
357,PC,Role-Playing,No Online Multiplayer
358,GameBoyAdvance,Role-Playing,02-Jan
358,GameBoyAdvance,Console-style RPG,02-Jan
359,PlayStation3,Action,No Online Multiplayer
359,PlayStation3,Platformer,No Online Multiplayer
359,PlayStation3,Platformer,No Online Multiplayer
359,PlayStation3,2D,No Online Multiplayer
359,PlayStation3,2D,No Online Multiplayer
360,XboxOne,Racing,2
360,XboxOne,Simulation,2
360,XboxOne,Automobile,2
361,PC,Action,No Online Multiplayer
361,PC,Platformer,No Online Multiplayer
361,PC,Platformer,No Online Multiplayer
361,PC,2D,No Online Multiplayer
361,PC,2D,No Online Multiplayer
362,PC,Role-Playing,No Online Multiplayer
362,PC,General,No Online Multiplayer
363,PlayStation2,Sports,08-Jan
363,PlayStation2,Traditional,08-Jan
363,PlayStation2,Sim,08-Jan
364,Switch,Strategy,No Online Multiplayer
364,Switch,Turn-Based,No Online Multiplayer
364,Switch,General,No Online Multiplayer
365,3DS,Action RPG,No Online Multiplayer
365,3DS,Role-Playing,No Online Multiplayer
365,3DS,Action Adventure,No Online Multiplayer
365,3DS,General,No Online Multiplayer
365,3DS,Action RPG,No Online Multiplayer
365,3DS,Open-World,No Online Multiplayer
366,PC,Action,Online Multiplayer
366,PC,Platformer,Online Multiplayer
366,PC,2D,Online Multiplayer
367,PlayStation4,Role-Playing,No Online Multiplayer
367,PlayStation4,Action RPG,No Online Multiplayer
368,PC,Action RPG,Up to 4 
368,PC,Role-Playing,Up to 4 
368,PC,Action RPG,Up to 4 
369,GameBoyAdvance,Action,1 Player
369,GameBoyAdvance,Platformer,1 Player
369,GameBoyAdvance,2D,1 Player
370,PlayStation4,Action Adventure,No Online Multiplayer
370,PlayStation4,Survival,No Online Multiplayer
371,Xbox360,Action,Up to 4 
371,Xbox360,Shooter,Up to 4 
371,Xbox360,Shooter,Up to 4 
371,Xbox360,First-Person,Up to 4 
371,Xbox360,Modern,Up to 4 
371,Xbox360,Modern,Up to 4 
371,Xbox360,Arcade,Up to 4 
372,PlayStation3,Action RPG,Up to 4 
372,PlayStation3,Role-Playing,Up to 4 
372,PlayStation3,Action RPG,Up to 4 
373,Switch,Action,No Online Multiplayer
373,Switch,Platformer,No Online Multiplayer
373,Switch,2D,No Online Multiplayer
374,PlayStation4,General,1 Player
374,PlayStation4,Miscellaneous,1 Player
374,PlayStation4,General,1 Player
375,DS,Driving,No Online Multiplayer
375,DS,Racing,No Online Multiplayer
375,DS,Arcade,No Online Multiplayer
375,DS,Automobile,No Online Multiplayer
377,PC,Sports,08-Jan
377,PC,Traditional,08-Jan
377,PC,Team,08-Jan
377,PC,Sim,08-Jan
377,PC,Sim,08-Jan
378,Nintendo64,Sports,04-Jan
378,Nintendo64,Traditional,04-Jan
378,Nintendo64,Arcade,04-Jan
379,PlayStation,Action,1 Player
379,PlayStation,Platformer,1 Player
379,PlayStation,3D,1 Player
380,Xbox360,Action Adventure,No Online Multiplayer
380,Xbox360,Historic,No Online Multiplayer
380,Xbox360,Historic,No Online Multiplayer
380,Xbox360,Open-World,No Online Multiplayer
381,Xbox,Driving,8  Online
381,Xbox,Racing,8  Online
382,PlayStation3,Sports,Up to 10 
382,PlayStation3,Traditional,Up to 10 
382,PlayStation3,Team,Up to 10 
382,PlayStation3,Sim,Up to 10 
382,PlayStation3,Sim,Up to 10 
383,PC,Simulation,No Online Multiplayer
383,PC,Miscellaneous,No Online Multiplayer
384,Switch,Simulation,Up to 8 
386,PC,Role-Playing,Massively Multiplayer
386,PC,Fantasy,Massively Multiplayer
386,PC,Fantasy,Massively Multiplayer
387,Xbox,Action,1 Player
387,Xbox,Shooter,1 Player
387,Xbox,First-Person,1 Player
387,Xbox,Sci-Fi,1 Player
388,Xbox,Sports,04-Jan
388,Xbox,Traditional,04-Jan
388,Xbox,Sim,04-Jan
389,Nintendo64,Action,1 Player
389,Nintendo64,Platformer,1 Player
389,Nintendo64,3D,1 Player
390,Xbox360,Action,No Online Multiplayer
390,Xbox360,Action Adventure,No Online Multiplayer
390,Xbox360,Beat-'Em-Up,No Online Multiplayer
390,Xbox360,Fantasy,No Online Multiplayer
390,Xbox360,Beat-'Em-Up,No Online Multiplayer
391,PlayStation4,Action RPG,Up to 4 
391,PlayStation4,Role-Playing,Up to 4 
391,PlayStation4,Action RPG,Up to 4 
392,PlayStation4,Action,Up to 12 
392,PlayStation4,Shooter,Up to 12 
392,PlayStation4,First-Person,Up to 12 
392,PlayStation4,Tactical,Up to 12 
393,PlayStation3,Action,Up to 4 
393,PlayStation3,Shooter,Up to 4 
393,PlayStation3,Shooter,Up to 4 
393,PlayStation3,First-Person,Up to 4 
393,PlayStation3,Modern,Up to 4 
393,PlayStation3,Modern,Up to 4 
393,PlayStation3,Arcade,Up to 4 
394,PlayStation2,Action Adventure,1 Player
394,PlayStation2,Fantasy,1 Player
395,Xbox360,Action,16-Jan
395,Xbox360,Shooter,16-Jan
395,Xbox360,Shooter,16-Jan
395,Xbox360,First-Person,16-Jan
395,Xbox360,Tactical,16-Jan
395,Xbox360,Modern,16-Jan
395,Xbox360,Modern,16-Jan
397,PC,Miscellaneous,No Online Multiplayer
397,PC,Puzzle,No Online Multiplayer
397,PC,Action,No Online Multiplayer
397,PC,Puzzle,No Online Multiplayer
397,PC,General,No Online Multiplayer
397,PC,Puzzle,No Online Multiplayer
397,PC,General,No Online Multiplayer
398,GameBoyAdvance,Role-Playing,04-Jan
398,GameBoyAdvance,Console-style RPG,04-Jan
400,PlayStation2,Sports,08-Jan
402,PlayStation,Action,1 Player
402,PlayStation,Platformer,1 Player
402,PlayStation,3D,1 Player
403,PlayStation,Action,1 Player
403,PlayStation,Shooter,1 Player
403,PlayStation,Third-Person,1 Player
403,PlayStation,Modern,1 Player
404,DS,Role-Playing,No Online Multiplayer
404,DS,Action RPG,No Online Multiplayer
404,DS,Console-style RPG,No Online Multiplayer
404,DS,Console-style RPG,No Online Multiplayer
404,DS,Japanese-Style,No Online Multiplayer
409,PC,Action,No Online Multiplayer
409,PC,Platformer,No Online Multiplayer
409,PC,Platformer,No Online Multiplayer
409,PC,2D,No Online Multiplayer
409,PC,2D,No Online Multiplayer
411,PlayStation2,Action,1 Player
411,PlayStation2,Platformer,1 Player
411,PlayStation2,3D,1 Player
412,PlayStation2,Sports,04-Jan
412,PlayStation2,Traditional,04-Jan
412,PlayStation2,Arcade,04-Jan
415,PlayStation3,Role-Playing,No Online Multiplayer
415,PlayStation3,First-Person,No Online Multiplayer
415,PlayStation3,First-Person,No Online Multiplayer
416,WiiU,Action Adventure,No Online Multiplayer
416,WiiU,Fantasy,No Online Multiplayer
416,WiiU,Fantasy,No Online Multiplayer
416,WiiU,Open-World,No Online Multiplayer
417,PlayStation2,Sports,02-Jan
417,PlayStation2,Traditional,02-Jan
417,PlayStation2,Sim,02-Jan
418,PC,Action,1 Player
418,PC,Shooter,1 Player
418,PC,Shooter,1 Player
418,PC,First-Person,1 Player
418,PC,Sci-Fi,1 Player
418,PC,Sci-Fi,1 Player
418,PC,Arcade,1 Player
419,PC,Puzzle,No Online Multiplayer
420,DS,Action Adventure,2
420,DS,Fantasy,2
420,DS,Fantasy,2
420,DS,Open-World,2
421,PlayStation2,Sports,02-Jan
421,PlayStation2,Traditional,02-Jan
421,PlayStation2,Sim,02-Jan
423,PlayStation,Miscellaneous,02-Jan
424,PC,Sports,08-Jan
424,PC,Traditional,08-Jan
424,PC,Team,08-Jan
424,PC,Sim,08-Jan
424,PC,Sim,08-Jan
425,DS,Strategy,No Online Multiplayer
425,DS,Turn-Based,No Online Multiplayer
425,DS,Modern,No Online Multiplayer
425,DS,Modern,No Online Multiplayer
426,PlayStation4,Platformer,No Online Multiplayer
426,PlayStation4,2D,No Online Multiplayer
426,PlayStation4,Action,No Online Multiplayer
426,PlayStation4,Platformer,No Online Multiplayer
426,PlayStation4,2D,No Online Multiplayer
427,PlayStation3,Sports,Up to 4 
427,PlayStation3,Traditional,Up to 4 
427,PlayStation3,Team,Up to 4 
427,PlayStation3,Sim,Up to 4 
427,PlayStation3,Sim,Up to 4 
428,XboxOne,Role-Playing,No Online Multiplayer
428,XboxOne,Action RPG,No Online Multiplayer
429,PlayStation2,Action,1 Player
429,PlayStation2,Platformer,1 Player
429,PlayStation2,3D,1 Player
430,GameCube,Simulation,1 Player
430,GameCube,Sci-Fi,1 Player
431,Switch,Role-Playing,No Online Multiplayer
431,Switch,Action RPG,No Online Multiplayer
432,XboxOne,Role-Playing,Up to 4 
432,XboxOne,Action RPG,Up to 4 
433,PC,Puzzle,No Online Multiplayer
433,PC,Action,No Online Multiplayer
433,PC,General,No Online Multiplayer
436,PC,Sports,Up to 8 
436,PC,Individual,Up to 8 
437,GameCube,Sports,04-Jan
437,GameCube,Traditional,04-Jan
437,GameCube,Sim,04-Jan
438,PlayStation2,Sports,08-Jan
438,PlayStation2,Traditional,08-Jan
438,PlayStation2,Sim,08-Jan
440,PC,Action Adventure,Online Multiplayer
440,PC,Sci-Fi,Online Multiplayer
440,PC,Sci-Fi,Online Multiplayer
440,PC,General,Online Multiplayer
441,Nintendo64,Action,04-Jan
441,Nintendo64,Platformer,04-Jan
441,Nintendo64,3D,04-Jan
442,Xbox,Action,1 Player
442,Xbox,Shooter,1 Player
443,Xbox360,Action,1 Player
443,Xbox360,Shooter,1 Player
443,Xbox360,Shooter,1 Player
443,Xbox360,First-Person,1 Player
443,Xbox360,Sci-Fi,1 Player
443,Xbox360,Sci-Fi,1 Player
443,Xbox360,Arcade,1 Player
444,PC,Action,1 Player
444,PC,Shooter,1 Player
444,PC,Shooter,1 Player
444,PC,First-Person,1 Player
444,PC,Sci-Fi,1 Player
444,PC,Sci-Fi,1 Player
444,PC,Arcade,1 Player
445,PlayStation4,Action,No Online Multiplayer
445,PlayStation4,Platformer,No Online Multiplayer
445,PlayStation4,Platformer,No Online Multiplayer
445,PlayStation4,2D,No Online Multiplayer
445,PlayStation4,2D,No Online Multiplayer
446,PC,Action,No Online Multiplayer
446,PC,Platformer,No Online Multiplayer
446,PC,Platformer,No Online Multiplayer
446,PC,2D,No Online Multiplayer
446,PC,2D,No Online Multiplayer
447,PC,Action,1 Player
447,PC,Shooter,1 Player
447,PC,Shooter,1 Player
447,PC,First-Person,1 Player
447,PC,Sci-Fi,1 Player
447,PC,Sci-Fi,1 Player
447,PC,Arcade,1 Player
448,PlayStation2,Role-Playing,1 Player
448,PlayStation2,Console-style RPG,1 Player
449,Switch,Action Adventure,No Online Multiplayer
449,Switch,General,No Online Multiplayer
450,PlayStation3,Sports,2
450,PlayStation3,Traditional,2
450,PlayStation3,Team,2
450,PlayStation3,Sim,2
450,PlayStation3,Sim,2
451,Nintendo64,Action,1 Player
451,Nintendo64,General,1 Player
452,3DS,Platformer,No Online Multiplayer
452,3DS,2D,No Online Multiplayer
452,3DS,Action,No Online Multiplayer
452,3DS,Platformer,No Online Multiplayer
452,3DS,2D,No Online Multiplayer
453,XboxOne,Action,No Online Multiplayer
453,XboxOne,Platformer,No Online Multiplayer
453,XboxOne,2D,No Online Multiplayer
454,Xbox,Sports,02-Jan
454,Xbox,Traditional,02-Jan
454,Xbox,Sim,02-Jan
455,Xbox,Sports,02-Jan
456,PC,Strategy,1 Player
456,PC,Turn-Based,1 Player
456,PC,Historic,1 Player
456,PC,Historic,1 Player
458,PlayStation,Action,04-Jan
458,PlayStation,Fighting,04-Jan
460,Switch,Action,No Online Multiplayer
460,Switch,Platformer,No Online Multiplayer
460,Switch,2D,No Online Multiplayer
461,Xbox360,Adventure,1 Player
461,Xbox360,Action,1 Player
461,Xbox360,Platformer,1 Player
461,Xbox360,Platformer,1 Player
461,Xbox360,2D,1 Player
461,Xbox360,2D,1 Player
462,PC,Simulation,8  Online
462,PC,Combat,8  Online
463,PC,Action Adventure,No Online Multiplayer
464,PlayStation3,Action Adventure,Up to 8 
